순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
905	처음부터 시작하는 Next.js / React 개발 입문	미요시 아키	AK(에이케이 커뮤니케이션즈)	2025년 04월	33,440	35,200	5.0	https://www.yes24.com/product/goods/145013501	https://image.yes24.com/goods/145013501/L
906	예제로 배우는 C++ STL	빌 와인먼	영진닷컴	2025년 04월	29,700	33,000	10.0	https://www.yes24.com/product/goods/144980037	https://image.yes24.com/goods/144980037/L
907	이게 되네? 챗GPT 미친 크롤링 24제	박현규	골든래빗	2025년 04월	23,400	26,000	10.0	https://www.yes24.com/product/goods/144868498	https://image.yes24.com/goods/144868498/L
908	씽크톡톡 엑셀 2021	도용화	웰북	2025년 04월	9,000	10,000	10.0	https://www.yes24.com/product/goods/144699966	https://image.yes24.com/goods/144699966/L
909	인스타그램 마케팅으로 돈벌기	최영인	성안당	2025년 04월	22,500	25,000	10.0	https://www.yes24.com/product/goods/144693678	https://image.yes24.com/goods/144693678/L
910	AI와 반도체	최종수	커뮤니케이션북스	2025년 04월	12,000	12,000	nan	https://www.yes24.com/product/goods/144650380	https://image.yes24.com/goods/144650380/L
911	할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터	황점희	시대인	2025년 04월	10,800	12,000	10.0	https://www.yes24.com/product/goods/144554031	https://image.yes24.com/goods/144554031/L
912	어른을 위한 이것이 인공지능이다	김명락	슬로디미디어	2025년 04월	15,120	16,800	10.0	https://www.yes24.com/product/goods/144546046	https://image.yes24.com/goods/144546046/L
913	일러스트와 만화를 위한 포즈 노하우	마츠오카 신지	영진닷컴	2025년 04월	18,000	20,000	10.0	https://www.yes24.com/product/goods/144220706	https://image.yes24.com/goods/144220706/L
914	AI, 공정과 편향	박규동	커뮤니케이션북스	2025년 03월	12,000	12,000	nan	https://www.yes24.com/product/goods/144165612	https://image.yes24.com/goods/144165612/L
915	교사를 위한 생성형 AI 활용 수업	김종혜	생능북스	2025년 04월	14,400	16,000	10.0	https://www.yes24.com/product/goods/144129260	https://image.yes24.com/goods/144129260/L
916	CATIA(카티아) 쉽게 따라하기	정경애	구민사	2025년 04월	28,800	32,000	10.0	https://www.yes24.com/product/goods/144048800	https://image.yes24.com/goods/144048800/L
917	이토록 쉬운 IT 인프라 기초	장두환	루비페이퍼	2025년 04월	19,800	22,000	10.0	https://www.yes24.com/product/goods/144043886	https://image.yes24.com/goods/144043886/L
918	50개의 프로젝트로 완성하는 파이썬 업무 자동화	오토코더	위즈앤북	2025년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/144043578	https://image.yes24.com/goods/144043578/L
919	우아한 C 언어 코딩 패턴	크리스토퍼 프레셰른	인사이트(insight)	2025년 04월	28,800	32,000	10.0	https://www.yes24.com/product/goods/144026018	https://image.yes24.com/goods/144026018/L
920	챗GPT 일타강사의 직장인 업무 만렙 공략집	이승필	한빛미디어	2025년 03월	21,600	24,000	10.0	https://www.yes24.com/product/goods/143909071	https://image.yes24.com/goods/143909071/L
921	요즘 우아한 AI 개발	우아한형제들	골든래빗	2025년 04월	21,600	24,000	10.0	https://www.yes24.com/product/goods/143753715	https://image.yes24.com/goods/143753715/L
922	AI 사고철학	이준헌	더로드	2025년 03월	18,000	20,000	10.0	https://www.yes24.com/product/goods/143666426	https://image.yes24.com/goods/143666426/L
923	한 권으로 끝내는 미드저니	민자경	에듀웨이	2025년 04월	20,700	23,000	10.0	https://www.yes24.com/product/goods/143604796	https://image.yes24.com/goods/143604796/L
924	아이패드 디지털 캘리그라피 N잡러 되기	우연주	아티오	2025년 03월	17,550	19,500	10.0	https://www.yes24.com/product/goods/143513509	https://image.yes24.com/goods/143513509/L
925	숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut)	김근아	아티오	2025년 03월	12,600	14,000	10.0	https://www.yes24.com/product/goods/143492268	https://image.yes24.com/goods/143492268/L
926	현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨	김현석	초록비책공방	2025년 03월	23,400	26,000	10.0	https://www.yes24.com/product/goods/143372817	https://image.yes24.com/goods/143372817/L
927	THE 포토샵	김은혜	길벗	2025년 03월	23,400	26,000	10.0	https://www.yes24.com/product/goods/143268983	https://image.yes24.com/goods/143268983/L
928	인공지능의 몸들	심귀연	커뮤니케이션북스	2025년 02월	12,000	12,000	nan	https://www.yes24.com/product/goods/143046524	https://image.yes24.com/goods/143046524/L
929	대체 불가능한 디자이너 되기	오완원	길벗	2025년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/142972932	https://image.yes24.com/goods/142972932/L
930	이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치	프렘 팀시나	루비페이퍼	2025년 02월	25,200	28,000	10.0	https://www.yes24.com/product/goods/142636957	https://image.yes24.com/goods/142636957/L
931	처음 시작하는 디지털 드로잉 with 스케치북	이은지	시대인	2025년 02월	17,100	19,000	10.0	https://www.yes24.com/product/goods/142572387	https://image.yes24.com/goods/142572387/L
932	트래픽을 쓸어 담는 SEO 마케팅	김건오	e비즈북스	2025년 02월	23,400	26,000	10.0	https://www.yes24.com/product/goods/142569581	https://image.yes24.com/goods/142569581/L
933	AI를 활용한 숏폼영상 제작가이드	장세인	위메이크북	2025년 02월	18,000	20,000	10.0	https://www.yes24.com/product/goods/142565684	https://image.yes24.com/goods/142565684/L
934	NEW 우당탕탕 컴퓨터와 친해지기	놀이교육콘텐츠랩	마린북스	2025년 02월	12,600	14,000	10.0	https://www.yes24.com/product/goods/142277966	https://image.yes24.com/goods/142277966/L
935	막힘없이 PostgreSQL	임경석	엑셈	2025년 01월	28,800	32,000	10.0	https://www.yes24.com/product/goods/141892324	https://image.yes24.com/goods/141892324/L
936	AI와 인문학의 주제들	정서현	커뮤니케이션북스	2025년 02월	12,000	12,000	nan	https://www.yes24.com/product/goods/141888791	https://image.yes24.com/goods/141888791/L
937	한 시간 만에 게임 만들기	게임도칸	영진닷컴	2025년 01월	23,400	26,000	10.0	https://www.yes24.com/product/goods/141835517	https://image.yes24.com/goods/141835517/L
938	이것이 생성형 AI다	김명락	슬로디미디어	2025년 02월	15,120	16,800	10.0	https://www.yes24.com/product/goods/141732801	https://image.yes24.com/goods/141732801/L
939	대표 전략으로 입문하는 미국 주식 퀀트 투자	이용환	프리렉	2025년 02월	27,000	30,000	10.0	https://www.yes24.com/product/goods/141731540	https://image.yes24.com/goods/141731540/L
940	왕초보 맞춤형 랜선 사수 올이 엑셀	올이	한빛미디어	2025년 01월	18,900	21,000	10.0	https://www.yes24.com/product/goods/141695114	https://image.yes24.com/goods/141695114/L
941	트랜스포머로 시작하는 언어 모델과 생성형 인공지능	추형석	위즈앤북	2025년 01월	16,020	17,800	10.0	https://www.yes24.com/product/goods/141383909	https://image.yes24.com/goods/141383909/L
942	ChatGPT 마케팅	임헌수	이코노믹북스	2025년 01월	22,500	25,000	10.0	https://www.yes24.com/product/goods/141382077	https://image.yes24.com/goods/141382077/L
943	데이터 마이닝 개념과 기법 4/e	지아웨이 한	에이콘출판사	2025년 01월	49,500	55,000	10.0	https://www.yes24.com/product/goods/141377702	https://image.yes24.com/goods/141377702/L
944	스마트폰과 AI로 소통하는 새로운 세상	이종구	디지털콘텐츠그룹	2025년 01월	16,200	18,000	10.0	https://www.yes24.com/product/goods/141331756	https://image.yes24.com/goods/141331756/L
945	챗GPT와 함께 만드는 초등 수업 디자인 ++	박준원	앤써북	2025년 01월	15,930	17,700	10.0	https://www.yes24.com/product/goods/141327600	https://image.yes24.com/goods/141327600/L
946	스마트폰, 학교 수업에 들어오다!	박만재	다빈치books	2025년 01월	28,800	32,000	10.0	https://www.yes24.com/product/goods/141312058	https://image.yes24.com/goods/141312058/L
947	교실에서 바로 쓰는 챗GPT 교사 활용법	유수근	앤써북	2025년 01월	17,820	19,800	10.0	https://www.yes24.com/product/goods/141310358	https://image.yes24.com/goods/141310358/L
948	C 언어 마스터	문석재	한빛아카데미	2025년 01월	32,000	32,000	nan	https://www.yes24.com/product/goods/141218965	https://image.yes24.com/goods/141218965/L
949	머신 러닝 마스터 클래스	민재식	인사이트(insight)	2025년 01월	22,500	25,000	10.0	https://www.yes24.com/product/goods/141195086	https://image.yes24.com/goods/141195086/L
950	AI, 너 내 마케터가 돼라!	오종현	e비즈북스	2025년 01월	16,200	18,000	10.0	https://www.yes24.com/product/goods/141129325	https://image.yes24.com/goods/141129325/L
951	시니어를 위한 스마트폰 활용 with 챗GPT	곽민철	생능북스	2025년 01월	17,820	19,800	10.0	https://www.yes24.com/product/goods/141129131	https://image.yes24.com/goods/141129131/L
952	Vue 3와 타입스크립트로 배우는 프런트엔드 개발	WINGS 프로젝트	한빛미디어	2025년 01월	32,400	36,000	10.0	https://www.yes24.com/product/goods/140833041	https://image.yes24.com/goods/140833041/L
953	프리미어프로 비디오효과사전	코모사전	BOOKK(부크크)	2024년 11월	35,000	35,000	nan	https://www.yes24.com/product/goods/140581873	https://image.yes24.com/goods/140581873/L
954	부모님을 위한 참 다정한 스마트폰 안내서	백준사	빚은책들	2025년 01월	19,800	22,000	10.0	https://www.yes24.com/product/goods/140398266	https://image.yes24.com/goods/140398266/L
955	이원철TV의 스마트폰 사용 설명서	이원철	시대인	2024년 12월	15,300	17,000	10.0	https://www.yes24.com/product/goods/140243622	https://image.yes24.com/goods/140243622/L
956	인공지능 법과 윤리	김명훈	길벗캠퍼스	2024년 12월	29,500	29,500	nan	https://www.yes24.com/product/goods/140199363	https://image.yes24.com/goods/140199363/L
957	독학 파이썬	야마다 요시히로	정보문화사	2024년 12월	28,800	32,000	10.0	https://www.yes24.com/product/goods/140182521	https://image.yes24.com/goods/140182521/L
958	업무 효율이 10배 오르는 챗GPT X 엑셀 활용법	다케이 가즈미	AK(에이케이 커뮤니케이션즈)	2024년 12월	18,810	19,800	5.0	https://www.yes24.com/product/goods/140019103	https://image.yes24.com/goods/140019103/L
959	캐릭터 일러스트 강좌 with 프로크리에이트	딥 블리자드	ZZOM	2024년 12월	19,800	22,000	10.0	https://www.yes24.com/product/goods/139938349	https://image.yes24.com/goods/139938349/L
960	AI 고속도로	송경창	밝은사람들	2024년 11월	20,900	22,000	5.0	https://www.yes24.com/product/goods/139858028	https://image.yes24.com/goods/139858028/L
961	임종수의 STM32 Cortex-M 완벽 활용서 Vol.1	임종수	버무림	2024년 11월	38,700	43,000	10.0	https://www.yes24.com/product/goods/139798378	https://image.yes24.com/goods/139798378/L
962	데이터 과학 기반의 파이썬 빅데이터 분석	이지영	한빛아카데미	2024년 11월	31,000	31,000	nan	https://www.yes24.com/product/goods/139786609	https://image.yes24.com/goods/139786609/L
963	Do it! 코드 없이 배우는 데이터 분석 with 오렌지3	권서림	이지스퍼블리싱	2024년 12월	16,920	18,800	10.0	https://www.yes24.com/product/goods/139756585	https://image.yes24.com/goods/139756585/L
964	어른들을 위한 가장 쉬운 워드&엑셀	혜지원 기획팀	혜지원	2024년 11월	13,500	15,000	10.0	https://www.yes24.com/product/goods/139642315	https://image.yes24.com/goods/139642315/L
965	AI로 이미지, 영상, 음악 한 번에 끝내기	이현	천그루숲	2024년 11월	16,200	18,000	10.0	https://www.yes24.com/product/goods/139563085	https://image.yes24.com/goods/139563085/L
966	데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오	천영훈	디지털북스	2024년 12월	18,000	20,000	10.0	https://www.yes24.com/product/goods/138964141	https://image.yes24.com/goods/138964141/L
967	디지털 일러스트 빛과 그림자 그리기 사전	조우노세	한스미디어	2024년 11월	22,500	25,000	10.0	https://www.yes24.com/product/goods/138931251	https://image.yes24.com/goods/138931251/L
968	코딩 없이 배우는 데이터 분석	황보현우	성안북스	2024년 11월	31,500	35,000	10.0	https://www.yes24.com/product/goods/138775159	https://image.yes24.com/goods/138775159/L
969	처음 배우는 플러터 앱 개발	후지카와 케이	생능북스	2024년 11월	18,000	20,000	10.0	https://www.yes24.com/product/goods/138601929	https://image.yes24.com/goods/138601929/L
970	현장 중심의 프로젝트 매니지먼트	하시모토 마사요시	제이펍	2024년 11월	19,800	22,000	10.0	https://www.yes24.com/product/goods/138273337	https://image.yes24.com/goods/138273337/L
971	플러터와 Node.js로 시작하는 풀스택 개발	김진형	영진닷컴	2024년 11월	32,400	36,000	10.0	https://www.yes24.com/product/goods/137094003	https://image.yes24.com/goods/137094003/L
972	소플의 처음 만난 AWS	이인제	한빛미디어	2024년 11월	43,200	48,000	10.0	https://www.yes24.com/product/goods/136882448	https://image.yes24.com/goods/136882448/L
973	AI 영화 제작	민지영	길벗	2024년 11월	24,300	27,000	10.0	https://www.yes24.com/product/goods/136304038	https://image.yes24.com/goods/136304038/L
974	미리캔버스로 완성하는 콘텐츠 디자인	이상권	시대인	2024년 10월	16,200	18,000	10.0	https://www.yes24.com/product/goods/135969074	https://image.yes24.com/goods/135969074/L
975	AI는 어떻게 예술이 되는가	라이언 오슬링	스튜디오사월	2024년 10월	18,000	20,000	10.0	https://www.yes24.com/product/goods/135815717	https://image.yes24.com/goods/135815717/L
976	이것이 우분투 리눅스다	우재남	한빛미디어	2024년 11월	32,400	36,000	10.0	https://www.yes24.com/product/goods/135800272	https://image.yes24.com/goods/135800272/L
977	머니코치 최준호의 네이버 3대장 마케팅	최준호	한빛미디어	2024년 10월	19,800	22,000	10.0	https://www.yes24.com/product/goods/135796323	https://image.yes24.com/goods/135796323/L
978	규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙	장선웅	북랩	2024년 10월	18,000	20,000	10.0	https://www.yes24.com/product/goods/135733382	https://image.yes24.com/goods/135733382/L
979	규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙	장선웅	북랩	2024년 10월	27,000	30,000	10.0	https://www.yes24.com/product/goods/135733019	https://image.yes24.com/goods/135733019/L
980	이토록 쉬운 챗GPT로 마케팅 데이터 분석하기	박경아	루비페이퍼	2024년 10월	19,800	22,000	10.0	https://www.yes24.com/product/goods/135725317	https://image.yes24.com/goods/135725317/L
981	핸즈온 그래프 인공신경망 with Python	Maxime Labonne	홍릉	2024년 10월	35,000	35,000	nan	https://www.yes24.com/product/goods/134867624	https://image.yes24.com/goods/134867624/L
982	난생처음 인공지능 입문	서지영	한빛아카데미	2024년 10월	27,000	27,000	nan	https://www.yes24.com/product/goods/134781990	https://image.yes24.com/goods/134781990/L
983	임종수의 STM32 Cortex-M 완벽활용서 Vol. 2	임종수	버무림	2024년 10월	43,200	48,000	10.0	https://www.yes24.com/product/goods/134657938	https://image.yes24.com/goods/134657938/L
