순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
756	포토샵 & 일러스트레이터 & 인디자인 CC 2026	김경미	생능북스	2026년 01월	22,500	25,000	10.0	https://www.yes24.com/product/goods/172532517	https://image.yes24.com/goods/172532517/L
757	코틀린&스프링 부트로 개발은 처음인데요	정보근	더 타이즈	2026년 01월	29,700	33,000	10.0	https://www.yes24.com/product/goods/171651782	https://image.yes24.com/goods/171651782/L
758	코딩런 반려동물키우기  with 엔트리	놀이교육콘텐츠랩	마린북스	2025년 12월	13,500	15,000	10.0	https://www.yes24.com/product/goods/171013891	https://image.yes24.com/goods/171013891/L
759	포토샵+일러스트레이터 CC 2026 무작정 따라하기	문수민	길벗	2026년 01월	23,400	26,000	10.0	https://www.yes24.com/product/goods/170998602	https://image.yes24.com/goods/170998602/L
760	현직교사가 만든 가장 쉬운 미리캔버스 수업 활용! MiriCanvas(미리캔버스)로 무엇이든 만들 수 있다	김동은	광문각출판미디어	2025년 12월	21,000	21,000	nan	https://www.yes24.com/product/goods/170378306	https://image.yes24.com/goods/170378306/L
761	리더는 AI에게 질문하지 않는다	김희연	북피움	2026년 01월	20,700	23,000	10.0	https://www.yes24.com/product/goods/168871803	https://image.yes24.com/goods/168871803/L
762	이펙티브 타입스크립트 2판	댄 밴더캄	인사이트(insight)	2025년 12월	31,500	35,000	10.0	https://www.yes24.com/product/goods/168759478	https://image.yes24.com/goods/168759478/L
763	요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성	김동학	골든래빗	2026년 01월	25,200	28,000	10.0	https://www.yes24.com/product/goods/168451090	https://image.yes24.com/goods/168451090/L
764	AI 잘 쓰는 디자이너	전하린	이지스퍼블리싱	2025년 12월	18,900	21,000	10.0	https://www.yes24.com/product/goods/168263935	https://image.yes24.com/goods/168263935/L
765	따라 하면서 완성하는 AWS 인프라 구축 입문	최진영(럭키바닐라 3세)	위키북스	2026년 01월	31,500	35,000	10.0	https://www.yes24.com/product/goods/168228070	https://image.yes24.com/goods/168228070/L
766	Dify, 코딩 없이 AI 앱 개발의 시작	멀티코어	프리렉	2025년 12월	22,500	25,000	10.0	https://www.yes24.com/product/goods/168226328	https://image.yes24.com/goods/168226328/L
767	일잘러의 무기가 되는 엑셀 대시보드	최준선	한빛미디어	2025년 12월	24,300	27,000	10.0	https://www.yes24.com/product/goods/167785232	https://image.yes24.com/goods/167785232/L
768	주얼리 디자인을 위한 미드저니(Midjourney) 가이드	김규승	청담북스	2025년 11월	23,750	25,000	5.0	https://www.yes24.com/product/goods/167600356	https://image.yes24.com/goods/167600356/L
769	AI 자율학습 밑바닥부터 배우는 AI 에이전트	다비드스튜디오	길벗	2025년 12월	21,600	24,000	10.0	https://www.yes24.com/product/goods/167584729	https://image.yes24.com/goods/167584729/L
770	피지컬 AI 컴퓨팅 센서편	김석진	골든벨	2026년 01월	31,350	33,000	5.0	https://www.yes24.com/product/goods/167582352	https://image.yes24.com/goods/167582352/L
771	AI와 언어학	이은송	커뮤니케이션북스	2025년 12월	12,000	12,000	nan	https://www.yes24.com/product/goods/167496127	https://image.yes24.com/goods/167496127/L
772	키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI	놀이교육콘텐츠랩	마린북스	2025년 11월	12,600	14,000	10.0	https://www.yes24.com/product/goods/167455912	https://image.yes24.com/goods/167455912/L
773	AI와 패션 디자인 (큰글자책)	마진주	커뮤니케이션북스	2025년 12월	25,000	25,000	nan	https://www.yes24.com/product/goods/167400777	https://image.yes24.com/goods/167400777/L
774	키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI	놀이교육콘텐츠랩	마린북스	2025년 11월	12,600	14,000	10.0	https://www.yes24.com/product/goods/167388454	https://image.yes24.com/goods/167388454/L
775	AI 법률문서 작성법 : 형사사건편	김종엽	박영사	2025년 12월	28,000	28,000	nan	https://www.yes24.com/product/goods/167387442	https://image.yes24.com/goods/167387442/L
776	요즘 바이브 코딩 제미나이 CLI 완벽 가이드	김진환	골든래빗	2025년 12월	23,400	26,000	10.0	https://www.yes24.com/product/goods/167384326	https://image.yes24.com/goods/167384326/L
777	Do it! HTML+CSS 웹 표준의 정석	고경희	이지스퍼블리싱	2025년 11월	26,550	29,500	10.0	https://www.yes24.com/product/goods/167131962	https://image.yes24.com/goods/167131962/L
778	한 권으로 끝내는 올인원 피그마	오시내	제이펍	2025년 12월	31,500	35,000	10.0	https://www.yes24.com/product/goods/165483454	https://image.yes24.com/goods/165483454/L
779	현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다	이서영	광문각출판미디어	2025년 11월	19,000	19,000	nan	https://www.yes24.com/product/goods/165325500	https://image.yes24.com/goods/165325500/L
780	Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문	이규호	콩콩 컴퍼니	2025년 10월	29,400	29,400	nan	https://www.yes24.com/product/goods/165140030	https://image.yes24.com/goods/165140030/L
781	공공기관 업무혁신을 위한 AI플레이북	신철	6G웰니스	2025년 11월	20,700	23,000	10.0	https://www.yes24.com/product/goods/164912355	https://image.yes24.com/goods/164912355/L
782	AI와 무용 교육	김경미	커뮤니케이션북스	2025년 11월	12,000	12,000	nan	https://www.yes24.com/product/goods/164773671	https://image.yes24.com/goods/164773671/L
783	도메인 주도 설계를 위한 함수형 프로그래밍	스콧 블라신	제이펍	2025년 11월	28,800	32,000	10.0	https://www.yes24.com/product/goods/164512812	https://image.yes24.com/goods/164512812/L
784	PyTorch로 배우는 딥러닝과 생성형 AI	박유성	자유아카데미	2025년 11월	43,000	43,000	nan	https://www.yes24.com/product/goods/163744828	https://image.yes24.com/goods/163744828/L
785	직장인을 위한 미드저니 이미지 & 영상 제작	고희청	성안당	2025년 11월	24,300	27,000	10.0	https://www.yes24.com/product/goods/163598008	https://image.yes24.com/goods/163598008/L
786	파이썬 for Beginner	우재남	한빛아카데미	2025년 11월	26,000	26,000	nan	https://www.yes24.com/product/goods/162993187	https://image.yes24.com/goods/162993187/L
787	AI 개발자가 되고 싶으세요?	배휘동	로드북	2025년 11월	22,500	25,000	10.0	https://www.yes24.com/product/goods/162211876	https://image.yes24.com/goods/162211876/L
788	레트로 게임 만들기 with 파이썬	조수현	루비페이퍼	2025년 11월	31,500	35,000	10.0	https://www.yes24.com/product/goods/162178083	https://image.yes24.com/goods/162178083/L
789	바이브 코딩	이석현	아이콕스(iCox)	2025년 11월	24,300	27,000	10.0	https://www.yes24.com/product/goods/161924116	https://image.yes24.com/goods/161924116/L
790	운영체제	박규석	생능출판사	2025년 11월	28,000	28,000	nan	https://www.yes24.com/product/goods/161918303	https://image.yes24.com/goods/161918303/L
791	PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC	원동현	청담북스	2025년 10월	19,000	20,000	5.0	https://www.yes24.com/product/goods/161614247	https://image.yes24.com/goods/161614247/L
792	PLAY! SOLIDWORKS 2026 PART BASIC	원동현	청담북스	2025년 10월	20,900	22,000	5.0	https://www.yes24.com/product/goods/161611894	https://image.yes24.com/goods/161611894/L
793	핸즈온 바이브 코딩	정도현	한빛미디어	2025년 10월	19,800	22,000	10.0	https://www.yes24.com/product/goods/160603535	https://image.yes24.com/goods/160603535/L
794	파이썬으로 시작하는 머신러닝+딥러닝	강지영	아이리포	2025년 11월	25,200	28,000	10.0	https://www.yes24.com/product/goods/160497918	https://image.yes24.com/goods/160497918/L
795	이것이 UX/UI 디자인이다	조성봉	위키북스	2025년 10월	31,500	35,000	10.0	https://www.yes24.com/product/goods/160471520	https://image.yes24.com/goods/160471520/L
796	코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기	이상용	앤써북	2025년 10월	16,200	18,000	10.0	https://www.yes24.com/product/goods/160409598	https://image.yes24.com/goods/160409598/L
797	SAP Public Cloud와 Private Cloud Edition 완전 정복	권영근	북랩	2025년 10월	31,500	35,000	10.0	https://www.yes24.com/product/goods/160136114	https://image.yes24.com/goods/160136114/L
798	AI 음악 생성기, 수노(큰글자책)	양종모	커뮤니케이션북스	2025년 10월	25,000	25,000	nan	https://www.yes24.com/product/goods/159636882	https://image.yes24.com/goods/159636882/L
799	AI와 정밀 의료	김효정	커뮤니케이션북스	2025년 10월	12,000	12,000	nan	https://www.yes24.com/product/goods/159499662	https://image.yes24.com/goods/159499662/L
800	나노 바나나	문수민	생능북스	2025년 11월	21,600	24,000	10.0	https://www.yes24.com/product/goods/159417254	https://image.yes24.com/goods/159417254/L
801	AI와 전문직의 미래	김예성	커뮤니케이션북스	2025년 10월	12,000	12,000	nan	https://www.yes24.com/product/goods/159257393	https://image.yes24.com/goods/159257393/L
802	가장 상세한 엑셀 함수 대백과	쿠니모토 아츠코	영진닷컴	2025년 10월	25,200	28,000	10.0	https://www.yes24.com/product/goods/159171284	https://image.yes24.com/goods/159171284/L
803	한글 2022	전경숙	교학사	2025년 10월	13,500	15,000	10.0	https://www.yes24.com/product/goods/159074904	https://image.yes24.com/goods/159074904/L
804	스타트업 서비스 설계는 처음인데요	강대명	더 타이즈	2025년 10월	29,700	33,000	10.0	https://www.yes24.com/product/goods/158727530	https://image.yes24.com/goods/158727530/L
805	리액트, Next.js로 완성하는 프론트엔드	강경석	영진닷컴	2025년 10월	32,400	36,000	10.0	https://www.yes24.com/product/goods/155152306	https://image.yes24.com/goods/155152306/L
806	예제로 배우는 CATIA V5 기초	김한승	좋은땅	2025년 02월	19,800	22,000	10.0	https://www.yes24.com/product/goods/155062669	https://image.yes24.com/goods/155062669/L
807	UX 교과서	앤서니 콘타	길벗	2025년 10월	29,700	33,000	10.0	https://www.yes24.com/product/goods/155060238	https://image.yes24.com/goods/155060238/L
808	할루시네이션을 줄여주는 프롬프트 엔지니어링	한성민	한빛미디어	2025년 09월	28,800	32,000	10.0	https://www.yes24.com/product/goods/154648338	https://image.yes24.com/goods/154648338/L
809	돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까	장동인	리코멘드	2025년 09월	22,500	25,000	10.0	https://www.yes24.com/product/goods/154254878	https://image.yes24.com/goods/154254878/L
810	AI와 미술 교육	손지현	커뮤니케이션북스	2025년 09월	12,000	12,000	nan	https://www.yes24.com/product/goods/154254873	https://image.yes24.com/goods/154254873/L
811	디지털 마케팅 용어 도감	다케우치 테츠야	정보문화사	2025년 09월	20,700	23,000	10.0	https://www.yes24.com/product/goods/154238820	https://image.yes24.com/goods/154238820/L
812	코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서	엄가온	콩콩 컴퍼니	2025년 09월	19,300	19,300	nan	https://www.yes24.com/product/goods/154230854	https://image.yes24.com/goods/154230854/L
813	요즘 개발자를 위한 시스템 설계 수업	디렌드라 신하	길벗	2025년 09월	31,500	35,000	10.0	https://www.yes24.com/product/goods/154159841	https://image.yes24.com/goods/154159841/L
814	AI와 여가·관광	이정은	휴먼북스(교재)	2025년 08월	20,000	20,000	nan	https://www.yes24.com/product/goods/154100759	https://image.yes24.com/goods/154100759/L
815	크리핵티브의 한 권으로 끝내는 웹 해킹 바이블	하동민(크리핵티브)	한빛미디어	2025년 10월	54,000	60,000	10.0	https://www.yes24.com/product/goods/154076881	https://image.yes24.com/goods/154076881/L
816	처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초	시마자키 조제	영진닷컴	2025년 09월	18,000	20,000	10.0	https://www.yes24.com/product/goods/153848263	https://image.yes24.com/goods/153848263/L
817	헤드 퍼스트 소프트웨어 아키텍처	라주 간디	한빛미디어	2025년 09월	33,300	37,000	10.0	https://www.yes24.com/product/goods/153613588	https://image.yes24.com/goods/153613588/L
818	밑바닥부터 시작하는 웹 브라우저	파벨 판체카	한빛미디어	2025년 09월	40,500	45,000	10.0	https://www.yes24.com/product/goods/153499985	https://image.yes24.com/goods/153499985/L
819	AI 3대 강국	박영선	나남출판사	2025년 09월	16,200	18,000	10.0	https://www.yes24.com/product/goods/153085270	https://image.yes24.com/goods/153085270/L
820	생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노	전진아	앤써북	2025년 09월	18,900	21,000	10.0	https://www.yes24.com/product/goods/153061112	https://image.yes24.com/goods/153061112/L
821	미드저니와 ComfyUI로 완성하는, 게임 그래픽	양영민	비엘북스	2025년 08월	29,700	33,000	10.0	https://www.yes24.com/product/goods/152649327	https://image.yes24.com/goods/152649327/L
822	AI와 문화 기술	김돈정	커뮤니케이션북스	2025년 09월	12,000	12,000	nan	https://www.yes24.com/product/goods/152579254	https://image.yes24.com/goods/152579254/L
823	초보자도 쉽게 배우는 엑셀 2024 길라잡이	김영주	정보문화사	2025년 09월	20,700	23,000	10.0	https://www.yes24.com/product/goods/152363144	https://image.yes24.com/goods/152363144/L
824	AI와 국악 창작 교육	권혜근	커뮤니케이션북스	2025년 08월	12,000	12,000	nan	https://www.yes24.com/product/goods/152307412	https://image.yes24.com/goods/152307412/L
825	데이터 리터러시를 높이는 데이터 시각화	네이선 야우	인사이트(insight)	2025년 09월	29,700	33,000	10.0	https://www.yes24.com/product/goods/152302455	https://image.yes24.com/goods/152302455/L
826	프롬프트 엔지니어의 업무 가이드북	최영우	책과나무	2025년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/152026446	https://image.yes24.com/goods/152026446/L
827	쓱 하고 싹 배우는 미리캔버스	김영미	영진닷컴	2025년 08월	12,600	14,000	10.0	https://www.yes24.com/product/goods/151881498	https://image.yes24.com/goods/151881498/L
828	정지훈의 양자 컴퓨터 강의	정지훈	한빛미디어	2025년 08월	21,600	24,000	10.0	https://www.yes24.com/product/goods/151789405	https://image.yes24.com/goods/151789405/L
829	된다! 하루 만에 만드는 AI 사진 & 이미지	김원석	이지스퍼블리싱	2025년 08월	16,020	17,800	10.0	https://www.yes24.com/product/goods/151780100	https://image.yes24.com/goods/151780100/L
830	Do it! 알고리즘 코딩 테스트 파이썬 편	김종관	이지스퍼블리싱	2025년 09월	31,500	35,000	10.0	https://www.yes24.com/product/goods/151761784	https://image.yes24.com/goods/151761784/L
831	라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차	이현	광문각	2025년 08월	26,000	26,000	nan	https://www.yes24.com/product/goods/151682700	https://image.yes24.com/goods/151682700/L
832	돌꿈_컴기초꿈트리(윈도우11_AI 친구들)	KIE 기획연구실	아카데미소프트	2025년 09월	12,600	14,000	10.0	https://www.yes24.com/product/goods/151379311	https://image.yes24.com/goods/151379311/L
833	데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드	윤대희	위키북스	2025년 08월	37,800	42,000	10.0	https://www.yes24.com/product/goods/151347071	https://image.yes24.com/goods/151347071/L
834	챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템	설근민	제이펍	2025년 08월	22,500	25,000	10.0	https://www.yes24.com/product/goods/151170115	https://image.yes24.com/goods/151170115/L
835	AI 영상×미드저니·런웨이·소라·클링·하이루오	안재홍	길벗	2025년 08월	23,400	26,000	10.0	https://www.yes24.com/product/goods/151152657	https://image.yes24.com/goods/151152657/L
836	그림으로 개념 잡는 네트워크 입문	C.I.K	앤써북	2025년 08월	15,930	17,700	10.0	https://www.yes24.com/product/goods/151045539	https://image.yes24.com/goods/151045539/L
837	LLM 상담과 심리 치료	강수정	커뮤니케이션북스	2025년 08월	12,000	12,000	nan	https://www.yes24.com/product/goods/150866742	https://image.yes24.com/goods/150866742/L
838	딥러닝 제대로 이해하기	사이먼 J. D. 프린스	제이펍	2025년 08월	34,200	38,000	10.0	https://www.yes24.com/product/goods/150795058	https://image.yes24.com/goods/150795058/L
839	챗GPT와 함께하는 주식 데이터 분석	이진규	영진닷컴	2025년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/150724085	https://image.yes24.com/goods/150724085/L
840	교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제	한동규	앤써북	2025년 08월	15,930	17,700	10.0	https://www.yes24.com/product/goods/150709449	https://image.yes24.com/goods/150709449/L
841	챗GPT 공부 혁명	전지영	포르체	2025년 08월	20,700	23,000	10.0	https://www.yes24.com/product/goods/150556693	https://image.yes24.com/goods/150556693/L
842	AI와 미래 자율 제조	원홍인	커뮤니케이션북스	2025년 08월	12,000	12,000	nan	https://www.yes24.com/product/goods/150321727	https://image.yes24.com/goods/150321727/L
843	Do it! 알고리즘 코딩 테스트 C++ 편	김종관	이지스퍼블리싱	2025년 08월	35,100	39,000	10.0	https://www.yes24.com/product/goods/150240159	https://image.yes24.com/goods/150240159/L
844	기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것	유진 스파포드	책만	2025년 08월	29,700	33,000	10.0	https://www.yes24.com/product/goods/150027797	https://image.yes24.com/goods/150027797/L
845	AI와 디지털 헬스케어	임미가	커뮤니케이션북스	2025년 08월	12,000	12,000	nan	https://www.yes24.com/product/goods/149866407	https://image.yes24.com/goods/149866407/L
846	만화로 쉽게 배우는 시계열 분석	다카하시 이치로	성안당	2025년 07월	16,200	18,000	10.0	https://www.yes24.com/product/goods/149745776	https://image.yes24.com/goods/149745776/L
847	아는 만큼 보이는 생성형 AI	김주영	길벗	2025년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/149680614	https://image.yes24.com/goods/149680614/L
848	가장 쉬운 독학 캔바 첫걸음	원정민	동양북스(동양books)	2025년 07월	24,750	27,500	10.0	https://www.yes24.com/product/goods/149659316	https://image.yes24.com/goods/149659316/L
849	오늘부터 회사에서 AI 합니다	이활석	디지털북스	2025년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/149432094	https://image.yes24.com/goods/149432094/L
850	쉽게 배우는 운영체제	조성호	한빛아카데미	2025년 07월	33,000	33,000	nan	https://www.yes24.com/product/goods/149421496	https://image.yes24.com/goods/149421496/L
851	라이노 3D로 주얼리를 만들자	김현철	창조와지식	2025년 07월	23,400	26,000	10.0	https://www.yes24.com/product/goods/149405513	https://image.yes24.com/goods/149405513/L
852	AI 의인화	김보경	커뮤니케이션북스	2025년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/149374586	https://image.yes24.com/goods/149374586/L
853	구글 AI Gemini 그림 초등왕	코딩 코치스	BOOKK(부크크)	2025년 07월	15,800	15,800	nan	https://www.yes24.com/product/goods/149243919	https://image.yes24.com/goods/149243919/L
854	인프라 엔지니어의 교과서	사노 유타카	길벗	2025년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/149193207	https://image.yes24.com/goods/149193207/L
855	AI 융합 교육 교사	김귀훈	커뮤니케이션북스	2025년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/148848952	https://image.yes24.com/goods/148848952/L
856	생성형 AI를 활용한 논문 작성법	김귀훈	홍릉	2025년 06월	29,000	29,000	nan	https://www.yes24.com/product/goods/148767861	https://image.yes24.com/goods/148767861/L
857	마인크래프트 건축 가이드 마법 프로젝트	Mojang Studio	영진닷컴	2025년 07월	12,600	14,000	10.0	https://www.yes24.com/product/goods/148704026	https://image.yes24.com/goods/148704026/L
858	파이썬으로 배우는 소프트웨어와 인공지능	조행래	영남대학교출판부(知YU智)	2025년 06월	25,000	25,000	nan	https://www.yes24.com/product/goods/148703391	https://image.yes24.com/goods/148703391/L
859	인공 인간	수잔 슈나이더	한울아카데미	2024년 05월	22,000	22,000	nan	https://www.yes24.com/product/goods/148420115	https://image.yes24.com/goods/148420115/L
860	잘 통하는 보고서 작성의 비밀	임영균	한빛미디어	2025년 07월	18,000	20,000	10.0	https://www.yes24.com/product/goods/148368955	https://image.yes24.com/goods/148368955/L
861	AI 에디터 커서 Cursor 완벽 가이드	키노시타 유이치로	영진닷컴	2025년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/148350160	https://image.yes24.com/goods/148350160/L
862	따라 하며 배우는 유니티 게임 개발	아라카와 다쿠야	한빛미디어	2025년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/148184558	https://image.yes24.com/goods/148184558/L
863	실무에서 SQL을 다루는 기술	마크 사이먼	한빛미디어	2025년 06월	29,700	33,000	10.0	https://www.yes24.com/product/goods/148181079	https://image.yes24.com/goods/148181079/L
864	디자인 경험을 바꾸는 UX/UI 디자인 with AI	유훈식	한빛미디어	2025년 06월	28,800	32,000	10.0	https://www.yes24.com/product/goods/148121780	https://image.yes24.com/goods/148121780/L
865	생성형 AI 업무 활용 정석 - 테스팅 업무 적용편	권원일	STA(소프트웨어테스팅연구소)	2025년 06월	27,000	30,000	10.0	https://www.yes24.com/product/goods/147983588	https://image.yes24.com/goods/147983588/L
866	버려지는 디자인 통과되는 디자인 - 편집 디자인	이미정	길벗	2025년 07월	20,700	23,000	10.0	https://www.yes24.com/product/goods/147977458	https://image.yes24.com/goods/147977458/L
867	소플의 처음 만난 Next.js	이인제	한빛미디어	2025년 06월	35,100	39,000	10.0	https://www.yes24.com/product/goods/147976869	https://image.yes24.com/goods/147976869/L
868	크리에이터를 위한 ChatGPT 활용 대전	쿠니모토 치사토	정보문화사	2025년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/147965771	https://image.yes24.com/goods/147965771/L
869	AI와 사이버 보안	이승은	커뮤니케이션북스	2025년 06월	12,000	12,000	nan	https://www.yes24.com/product/goods/147870513	https://image.yes24.com/goods/147870513/L
870	MOS 365 Word Associate	김경희	시대인	2025년 06월	13,500	15,000	10.0	https://www.yes24.com/product/goods/147867784	https://image.yes24.com/goods/147867784/L
871	인공지능, 주식분석 좀 부탁해	곽경일	비제이퍼블릭(BJ퍼블릭)	2025년 07월	21,600	24,000	10.0	https://www.yes24.com/product/goods/147852321	https://image.yes24.com/goods/147852321/L
872	상상력을 작품으로 미리캔버스	김지혜	아카데미소프트	2025년 06월	12,600	14,000	10.0	https://www.yes24.com/product/goods/147752757	https://image.yes24.com/goods/147752757/L
873	생성형 AI 활용 백과사전	다쿠치 카즈히로	길벗	2025년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/147626022	https://image.yes24.com/goods/147626022/L
874	깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영	노무라 도모키	제이펍	2025년 07월	25,200	28,000	10.0	https://www.yes24.com/product/goods/147569986	https://image.yes24.com/goods/147569986/L
875	기후 위기와 인공지능	이천환	커뮤니케이션북스	2025년 06월	12,000	12,000	nan	https://www.yes24.com/product/goods/147569950	https://image.yes24.com/goods/147569950/L
876	테디노트의 랭체인을 활용한 RAG 비법노트 [심화편]	이경록	리코멘드	2025년 06월	25,200	28,000	10.0	https://www.yes24.com/product/goods/147569409	https://image.yes24.com/goods/147569409/L
877	C# 교과서	박용준	길벗	2025년 06월	35,100	39,000	10.0	https://www.yes24.com/product/goods/147562377	https://image.yes24.com/goods/147562377/L
878	AI로 하루 만에 영상 만들기 with 런웨이	송태민	한빛미디어	2025년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/147338262	https://image.yes24.com/goods/147338262/L
879	코딩런 픽셀월드 대모험 피스켈&엔트리	코딩연구소	마린북스	2025년 05월	13,500	15,000	10.0	https://www.yes24.com/product/goods/147132535	https://image.yes24.com/goods/147132535/L
880	AI가 대체하는, 대체 못하는 노동	김관욱	커뮤니케이션북스	2025년 06월	12,000	12,000	nan	https://www.yes24.com/product/goods/147124214	https://image.yes24.com/goods/147124214/L
881	LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍	윤인도	제이펍	2025년 06월	22,500	25,000	10.0	https://www.yes24.com/product/goods/147098139	https://image.yes24.com/goods/147098139/L
882	AI와 교육 연극 (큰글자책)	한귀은	커뮤니케이션북스	2025년 06월	25,000	25,000	nan	https://www.yes24.com/product/goods/147097407	https://image.yes24.com/goods/147097407/L
883	입문자를 위한 맞춤형 AI 프로그램 만들기	다비드스튜디오	길벗	2025년 06월	25,200	28,000	10.0	https://www.yes24.com/product/goods/147081442	https://image.yes24.com/goods/147081442/L
884	좋아 보이는 것들의 비밀, 컬러	최경원	길벗	2025년 06월	26,100	29,000	10.0	https://www.yes24.com/product/goods/147079126	https://image.yes24.com/goods/147079126/L
885	회사에서 바로 쓰는 AI 치트키	이혜정	애드앤미디어	2025년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/147078614	https://image.yes24.com/goods/147078614/L
886	픽셀 아트 마스터 컬렉션	ZiMA	AK(에이케이 커뮤니케이션즈)	2025년 05월	24,220	25,500	5.0	https://www.yes24.com/product/goods/147057325	https://image.yes24.com/goods/147057325/L
887	탄탄한 기초를 위한 PLC 프로그래밍(XGB series)	김진태	예문사	2025년 05월	26,100	29,000	10.0	https://www.yes24.com/product/goods/146529821	https://image.yes24.com/goods/146529821/L
888	당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략	서혜미	아티오	2025년 05월	15,300	17,000	10.0	https://www.yes24.com/product/goods/146504169	https://image.yes24.com/goods/146504169/L
889	AI를 활용한 법률문서 작성법	김종엽	(주)박영사	2025년 05월	27,000	27,000	nan	https://www.yes24.com/product/goods/146335247	https://image.yes24.com/goods/146335247/L
890	열정민쌤의 챗GPT&AI 수업 실전서	원정민	한빛미디어	2025년 05월	18,000	20,000	10.0	https://www.yes24.com/product/goods/146143006	https://image.yes24.com/goods/146143006/L
891	네이버 스마트스토어 운영하기	서미진	한빛미디어	2025년 05월	18,900	21,000	10.0	https://www.yes24.com/product/goods/146041188	https://image.yes24.com/goods/146041188/L
892	AI와 게임 인문학 (큰글자책)	박주희	커뮤니케이션북스	2025년 04월	25,000	25,000	nan	https://www.yes24.com/product/goods/146012578	https://image.yes24.com/goods/146012578/L
893	AI와 회계사	윤양인	커뮤니케이션북스	2025년 05월	12,000	12,000	nan	https://www.yes24.com/product/goods/146012572	https://image.yes24.com/goods/146012572/L
894	AI 영상 제작 트렌드	진승현	커뮤니케이션북스	2025년 05월	12,000	12,000	nan	https://www.yes24.com/product/goods/146012568	https://image.yes24.com/goods/146012568/L
895	혼자 만들면서 공부하는 딥러닝	박해선	한빛미디어	2025년 05월	25,200	28,000	10.0	https://www.yes24.com/product/goods/146006911	https://image.yes24.com/goods/146006911/L
896	AI와 정책 홍보의 변화	정휘관	커뮤니케이션북스	2025년 05월	12,000	12,000	nan	https://www.yes24.com/product/goods/146001337	https://image.yes24.com/goods/146001337/L
897	Do it! 오토캐드 2026	박한울	이지스퍼블리싱	2025년 05월	26,550	29,500	10.0	https://www.yes24.com/product/goods/145983717	https://image.yes24.com/goods/145983717/L
898	LLM 엔지니어링	폴 이우수틴	한빛미디어	2025년 05월	34,200	38,000	10.0	https://www.yes24.com/product/goods/145962625	https://image.yes24.com/goods/145962625/L
899	AI 대전환 시대, 나는 리더	김기진	에릭스토리	2025년 04월	15,300	17,000	10.0	https://www.yes24.com/product/goods/145417424	https://image.yes24.com/goods/145417424/L
900	AI 콘텐츠 트렌드	김민지	커뮤니케이션북스	2025년 04월	12,000	12,000	nan	https://www.yes24.com/product/goods/145394077	https://image.yes24.com/goods/145394077/L
901	실리콘밸리에서 통하는 파이썬 인터뷰 가이드	런젠펑	제이펍	2025년 05월	24,300	27,000	10.0	https://www.yes24.com/product/goods/145227885	https://image.yes24.com/goods/145227885/L
902	알고리즘으로 철학하기	변정수	이상북스	2025년 04월	23,400	26,000	10.0	https://www.yes24.com/product/goods/145220345	https://image.yes24.com/goods/145220345/L
903	AI와 미래 의사	임채영	커뮤니케이션북스	2025년 04월	12,000	12,000	nan	https://www.yes24.com/product/goods/145022805	https://image.yes24.com/goods/145022805/L
904	AI와 미래 사회	손현주	커뮤니케이션북스	2025년 04월	12,000	12,000	nan	https://www.yes24.com/product/goods/145022203	https://image.yes24.com/goods/145022203/L
