Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link,Description
60,"딸깍! 나의 업무 비서 클로드 with 엑셀, 파워포인트",LearnAI Team,위키북스,2026년 07월,23400,,0,https://www.yes24.com/product/goods/192564690,"딸깍! 나의 업무 비서 클로드 with 엑셀, 파워포인트. 딸깍! 말만 해도 엑셀이 정리되고, 파워포인트가 완성되는 시대! Claude for Excel·PowerPoint로 시작하는 AI 오피스 업무 자동화마이크로소프트 365에 내장된 Claude for E..."
61,된다! 조회수 터지는 인스타그램 릴스 만들기,최지영,이지스퍼블리싱,2026년 03월,18900,9.9,74,https://www.yes24.com/product/goods/180508055,된다! 조회수 터지는 인스타그램 릴스 만들기. 베스트셀러 『된다! 조회수 터지는 유튜브 쇼츠 만들기』 저자의 신간!인스타그램의 알고리즘을 공략하는 특별 노하우 대공개!격차를 만드는 6단계로 조회수 터지는 인스타그램 릴스 만들기“내 얘기는 너무 평범한 거 아닐까...
62,된다! 조회수 터지는 유튜브 쇼츠 만들기,최지영,이지스퍼블리싱,2025년 04월,19800,9.9,65,https://www.yes24.com/product/goods/143907967,"된다! 조회수 터지는 유튜브 쇼츠 만들기. ‘떡상’하는 기획부터 챗GPT, 브루, 캡컷을 활용한 영상 제작까지!첫 영상부터 조회수 터지는 유튜브 쇼츠 전략 대공개제2의 월급을 만들어 주는 수익화 방법도 꾹꾹 눌러 담았다!“유튜브를 하면 좋다는 건 아는데, 어디..."
63,된다! 하루 만에 준비하는 AI 학교 수업 활용법,"정인걸, 김경수",이지스퍼블리싱,2025년 03월,17820,10.0,40,https://www.yes24.com/product/goods/142814138,"된다! 하루 만에 준비하는 AI 학교 수업 활용법. 2022 개정 교육과정 반영! AI 디지털 교과서 시대의 해법!교육감, 한국과학창의재단 강사 추천!상위 1% 에듀테크 교사의 수업 비법을 공개합니다!AI 디지털 교과서 도입을 두고 찬반이 이어지는 가운데 교사..."
64,혼자 공부하는 C 언어,서현우,한빛미디어,2023년 05월,23400,9.6,54,https://www.yes24.com/product/goods/118982111,혼자 공부하는 C 언어. 혼자 해도 충분하다! 1:1 과외하듯 배우는 C 프로그래밍 자습서『혼자 공부하는 C 언어』가 더욱 흥미 있고 알찬 내용으로 돌아왔습니다. 혼자 공부하더라도 막히는 부분이 없도록 부가 설명용 동영상 ‘QR 코드’를 추가했습니다. 또한 최...
65,혼자 공부하는 컴퓨터 구조+운영체제,강민철,한빛미디어,2022년 08월,25200,9.8,118,https://www.yes24.com/product/goods/111378840,혼자 공부하는 컴퓨터 구조+운영체제. 혼자 해도 충분합니다! 1:1 과외하듯 배우는 IT 지식 입문서이 책은 독학으로 컴퓨터 구조와 운영체제를 배우는 입문자가 ‘꼭 필요한 내용을 제대로 학습’할 수 있도록 구성했다. 뭘 모르는지조차 모르는 입문자의 막연한 마음...
66,"다시, 소프트웨어 엔지니어","네서니얼 슈타, 댄 베가, 박성철",책만,2026년 05월,27000,,0,https://www.yes24.com/product/goods/189674360,"다시, 소프트웨어 엔지니어. AI에도 흔들리지 않을 개발자의 조건과 기본 역량유능한 소프트웨어 엔지니어가 되려면 무엇을 알아야 할까? 대학이나 부트캠프에서는 알고리듬 기초와 코딩 방법을 가르칠지 모르지만, 전문가로 성장하기 위한 필수 주제를 다루는 경우는 거의..."
67,"누구나 성공하는 AI 비서, 오픈클로","박권, 임세범, 홍성용, 정용석, 김경상, 정보 더 보기/감추기, 박권, 임세범, 홍성용, 정용석, 김경상, 김준오, 강현수",책밥,2026년 07월,21600,,0,https://www.yes24.com/product/goods/193691277,"누구나 성공하는 AI 비서, 오픈클로. 왜 지금 ‘오픈클로(OpenClaw)’인가?답변만 받는 AI는 끝났다! 이제 당신의 업무를 직접 ‘완수’하는 에이전트의 시대가 왔다!!생성형 AI의 시대입니다. 누구나 ChatGPT나 Claude에게 질문을 던지고 훌륭한..."
68,된다! 스레드 활용법,거북이걸음,이지스퍼블리싱,2026년 06월,19800,10.0,36,https://www.yes24.com/product/goods/189520507,"된다! 스레드 활용법. 2년 만에 팔로워 4만 5천 명을 모은 스레드 인플루언서의 노하우 전격 공개!`무슨 글을 써야 하지?` 막막한 당신을 위한 가장 친절한 스레드 활용 가이드계정 생성부터 알고리즘 설정, 유형별 노하우, AI 활용, 수익화까지!글감 113가..."
69,AI시대에 난생처음 들어보는 데이터센터 이야기,김주회,북플레이트,2026년 04월,19800,10.0,18,https://www.yes24.com/product/goods/188266803,"AI시대에 난생처음 들어보는 데이터센터 이야기. “데이터는 서버 안에 있고, 서버는 데이터센터 안에 있다”AI 시대에 중요한 자산인 데이터와 데이터센터에 관한 쉽고도 핵심적인 메시지『AI시대에 난생처음 들어보는 데이터센터 이야기』는 데이터센터를 처음 접하는 사..."
70,돈이 되네? 수익과 성장이 동시에 터지는 네이버 블로그,정소희,골든래빗,2026년 04월,23220,9.9,16,https://www.yes24.com/product/goods/185824258,"돈이 되네? 수익과 성장이 동시에 터지는 네이버 블로그. ★ 1,800만 방문자·13년 차 블로거가 증명한 ‘진짜 돈이 되는 기록’ ★ 네이버 알고리즘을 꿰뚫은 상위 노출 전략과 `1일 1포스팅` 밀착 챌린지★ 애드포스트부터 역제안, 제휴마케팅까지! 한계 없는..."
71,"요즘 교사를 위한 체육 수업 에듀테크 활용법 : 요즘 체육 수업, 에듀테크로 설계하고 기록되고 성장으로 남는다!","임우균, 서지원",앤써북,2026년 02월,15120,10.0,19,https://www.yes24.com/product/goods/176901915,"요즘 교사를 위한 체육 수업 에듀테크 활용법 : 요즘 체육 수업, 에듀테크로 설계하고 기록되고 성장으로 남는다!. 요즘 체육 수업, 에듀테크로 설계하고 기록하고 학생 성장으로 남는다!『요즘 교사를 위한 체육 수업 에듀테크 활용법』은 체육 수업 전 과정에 에듀테..."
72,된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터,이지스퍼블리싱,2025년 06월,18000,9.5,99,https://www.yes24.com/product/goods/146955725,된다! 하루 만에 끝내는 챗GPT 활용법. GPT 분야 3 년 연속 베스트셀러! 최신 버전 GPT-4.1 반영!초보자도 1 시간이면 바로 사용 가능! 업무부터 자기 계발까지 챗 GPT 에게 일 시키고 시간 버는 법!챗 GPT 입문 분야 베스트셀러인 『된다! 하...
73,"AI 리터러시 플러스+: 인공지능 기본부터 도구 선택, 조합, 실전 활용까지",김용성,프리렉,2026년 04월,22500,9.7,207,https://www.yes24.com/product/goods/185714339,"AI 리터러시 플러스+: 인공지능 기본부터 도구 선택, 조합, 실전 활용까지. 언어가 코드가 되고 생각이 서비스가 되는 세상! AI, 더는 적당해서는 안 됩니다최신 기술 및 트렌드로 한층 풍부해진 AI 교양부터 당장 쓸 수 있는 기능별&단계별 AI 활용 역량 ..."
74,Do it! 유니티 6로 게임 제작 & 출시하기,고정운,이지스퍼블리싱,2026년 05월,32400,10.0,2,https://www.yes24.com/product/goods/189790267,"Do it! 유니티 6로 게임 제작 & 출시하기. 게임 개발, 왜 늘 완성 직전에서 멈출까?기능 구현을 넘어 ‘플레이가 되는 게임’을 만들어 보자《Do it! 유니티 6로 게임 제작 & 출시하기》는 유니티 설치부터 게임 완성, 모바일 빌드와 출시까지 전 과정을..."
75,맛있는 디자인 포토샵&일러스트레이터 CC 2026,"박정아, 윤이사라",한빛미디어,2026년 02월,23400,10.0,139,https://www.yes24.com/product/goods/176410996,"맛있는 디자인 포토샵&일러스트레이터 CC 2026. 포토샵&일러스트레이터에 막강한 AI 기능을 활용해보세요!한 권으로, 한번에! 쉽고 빠르게 익혀 바로 써먹는 그래픽 입문서!그래픽 디자인에 꼭 필요한 포토샵과 일러스트레이터를 한번에, 그리고 가볍게 배울 수 있..."
76,AI 에이전트 엔지니어링,"마이클 알바다, 강민혁",한빛미디어,2026년 01월,28800,9.5,17,https://www.yes24.com/product/goods/174018513,"AI 에이전트 엔지니어링. AI 에이전트 시스템 구축을 다룬 최고의 입문서!이 한 권이면 수백 편의 논문을 읽지 않아도 좋다생성형 AI 시대, 기업은 이제 단순 자동화를 넘어 도구·지식·메모리를 결합한 AI 에이전트로 더 복잡한 문제를 해결하고 있습니다. 코딩..."
77,Do it! LLM을 활용한 AI 에이전트 개발 입문,이성용,이지스퍼블리싱,2025년 05월,31500,9.7,23,https://www.yes24.com/product/goods/146036009,"Do it! LLM을 활용한 AI 에이전트 개발 입문. GPT API를 활용한 업무 자동화부터 랭체인과 랭그래프를 활용한 멀티에이전트 개발까지!한 권으로 끝내는 AI 에이전트 개발 입문! AI가 모두의 일상을 바꾸고 있는 지금, AI 기술을 제대로 이해하고 활..."
78,클로드 코워크,신승희,생능북스,2026년 06월,21600,10.0,26,https://www.yes24.com/product/goods/190852162,"클로드 코워크. You Work, I CO-WORK!너가 일하면 내가 협업할게, 클로드 코워크!《24시간 일하는 나만의 AI 비서, 클로드 코워크》는 복잡하고 어렵게 느껴졌던 AI 협업 방식을 누구나 쉽게 실무에 적용할 수 있도록 구성한 클로드 코워크 실전형 ..."
79,클로드 코드를 활용한 바이브 코딩 완벽 입문,"히라카와 토모히데, 최용",위키북스,2026년 03월,23400,9.5,8,https://www.yes24.com/product/goods/180513899,클로드 코드를 활용한 바이브 코딩 완벽 입문. 단 하루 만에 시스템을 구축하는 압도적 속도의 AI 주도 개발!애플리케이션의 규모와 복잡성이 커지는 과정 속에서 개발자는 늘 한계에 부딪힙니다. 하지만 클로드 코드(Claude Code)와 함께라면 ‘이런 기능이 ...
80,밑바닥부터 따라하면서 배우는 클로드 코드 완전 정복,엄태효,위키북스,2026년 06월,25200,10.0,2,https://www.yes24.com/product/goods/192047818,"밑바닥부터 따라하면서 배우는 클로드 코드 완전 정복. 코딩을 몰라도, ‘바이브’만으로 소프트웨어를 만드는 시대!클로드 코드로 시작하는 AI 개발 워크플로의 모든 것지금은 AI 에이전트와 대화하며 소프트웨어를 만드는 ‘바이브 코딩’의 시대입니다. 이 책은 이 거..."
81,진짜 쓰는 프리미어 영상 편집 2026 (최신개정판),조블리,제이펍,2026년 06월,23400,10.0,20,https://www.yes24.com/product/goods/191173742,"진짜 쓰는 프리미어 영상 편집 2026 (최신개정판). ‘프리미어 프로’ 대표 베스트셀러, 진짜 최신 개정판 출간!유튜브 및 SNS 콘텐츠 제작을 위한 실무 중심 영상 편집 입문서로, 40만을 넘는 구독자의 선택을 받은 영상 편집 강사 조블리(조애리)의 노하우..."
82,AI 시대 서·논술형 평가 설계 바이블,"조현준, 이근숙, 권좌실, 이슬기, 엄주연, 정보 더 보기/감추기, 조현준, 이근숙, 권좌실, 이슬기, 엄주연, 오덕수",에듀니티교육연구소(에듀니티),2026년 03월,19800,10.0,9,https://www.yes24.com/product/goods/183539313,"AI 시대 서·논술형 평가 설계 바이블. “서·논술형 평가는 정답을 찾는 기술이 아니라 아이들의 생각을 깨우는 질문입니다.”AI가 일상이 된 시대, 우리 아이들에게 필요한 역량은 단순 지식 습득이 아니라 비판적으로 사고하며 문제를 해결하는 힘이다. 다가오는 미..."
83,회사는 엑셀을 가르쳐주지 않아요,쏘피(박성희),메가스터디북스,2022년 09월,16200,9.7,79,https://www.yes24.com/product/goods/112941801,회사는 엑셀을 가르쳐주지 않아요. “회사는 엑셀 쓰는 법 가르쳐주지 않아요. 일만 줍니다.”퇴근시간 확 당겨줄 100% 실무 포커스 엑셀 활용 가이드북‘탈잉’ 1위 엑셀 클래스의 수업 내용을 한 권에 담다!대기업 인사 담당자들이 Pick한 엑셀 전문가 쏘피1초...
84,리더의 AI 노트,김지현,한빛미디어,2026년 06월,21600,10.0,1,https://www.yes24.com/product/goods/192529089,"리더의 AI 노트. “AI를 제대로 쓰는 리더가 조직의 미래를 바꾼다”트렌드 분석, 의사결정, AX 전략까지 리더의 모든 순간에 AI 연결하기SK AI위원회 부사장이자 30년의 IT 현장 경험을 갖춘 저자 김지현이 경영진과 팀장급 리더를 위해 쓴 AX 리더십 ..."
85,코딩 몰라도 시작하는 바이브 코딩,박인찬,혜지원,2026년 07월,18000,,0,https://www.yes24.com/product/goods/193391571,"코딩 몰라도 시작하는 바이브 코딩. “회사에서 가장 먼저 바꾼 것은 업무가 아니라, 일하는 방식이었습니다.”“한 사람의 혁신으로 시작한 자동화가 회사의 업무를 바꿨습니다.”반복되는 엑셀 작업, 자료 정리, 문서 작성, 파일 관리…. 매일 반복되는 업무를 불편해..."
86,ComfyUI 독학노트,"김한호, 김홍일, 권구영, 윤택한, 최태온, 정보 더 보기/감추기, 김한호, 김홍일, 권구영, 윤택한, 최태온, 김나래, 안현준",성안당,2026년 07월,34200,10.0,1,https://www.yes24.com/product/goods/193157707,ComfyUI 독학노트. 이미지부터 영상·3D까지디자이너의 AI 창작 워크플로우를 완성하는 ComfyUI 실전 가이드ComfyUI 독학노트이미지를 정교하게 조정하며 여러 요소와 조합 가능한노드 기반 AI 이미지 생성의 혁신적인 오픈소스 도구 ComfyUI 실전...
87,벡터 데이터베이스 설계와 구축,송기상,아이리포,2026년 07월,17820,,0,https://www.yes24.com/product/goods/192962342,"벡터 데이터베이스 설계와 구축. 러시아-우크라이나 전쟁에서 미국 방산 AI 기업 팔란티어(Palantir)는 엄청난 존재감을 드러내었다. 현재 전세계는 팔란티어와 같은 AI 소프트웨어 기업들이 국방 및 의료 분야에서 두각을 나타내고 있으며, 그 핵심에는 데이터..."
88,생성형 AI 치트키 (한 권으로 끝내는 실전 매뉴얼),장미희,박문각,2026년 07월,20900,9.9,28,https://www.yes24.com/product/goods/192662784,"생성형 AI 치트키 (한 권으로 끝내는 실전 매뉴얼). 『생성형 AI 치트키』를 통해 AI 시대를 뒤따라가는 패스트 팔로워(Fast Follower)가 아닌, 그 시대를 이끄는 퍼스트 무버(First Mover)로 성장할 수 있기를 바랍니다.본 도서는 다음과 ..."
